 GL552VWR20ENG        FABMASTER (R)          licence #5053 NATSTEEL, 

 Test Fixture Nails    2107/2362 Selected Drills           29-Jun-2015 18:02
                       2107 Nails, 2371 Nets               INCH units

Nail         X         Y   Type Grid T/B  Net   Net Name   Virtual Pin/Via
$1367      5.133     2.840   3  2A   (B)  #176  AUD_AZACPU_SDO_X1 V VIA .
$1368      5.080     2.811   3  2A   (B)  #1926 XDP_PRDY#_PCH    V VIA .
$1369      5.021     2.807   3  2A   (B)  #1826 CL_CK            V PIN T2103.1
$1370      4.952     2.806   2  2A   (B)  #1827 CL_DATA          V PIN T2104.1
$1371      4.883     2.806   2  2A   (B)  #1828 CL_RST#          V PIN T2105.1
$1372      4.915     2.745   2  2A   (B)  #399  PM_SYSRST#_PCH   V PIN T0710.1
$1373      4.548     2.373   1  2A   (B)  #77   CAP_LED#         V VIA .
$1374      4.420     2.347   1  2A   (B)  #116  WLAN_LED#_C      V VIA .
$1375      4.531     2.544   1  2A   (B)  #1647 N96525724        V VIA .
$1376      4.605     2.796   1  2A   (B)  #230  DDPD_SDA_PCH     V PIN T2303.1
$1377      4.469     2.865   1  2A   (B)  #2278 Q2201_D          V VIA .
$1378      4.503     3.035   1  2A   (B)  #1455 CLK_32K_RTC_XIN  V VIA .
$1379      4.778     2.901   3  2A   (B)  #1864 ACZ_RST#_AUD_X1  V VIA .
$1380      4.774     2.960   3  2A   (B)  #1865 ACZ_SYNC_AUD_X1  V VIA .
$1381      4.782     3.014   3  2A   (B)  #1708 RTC_X1           V VIA .
$1382      4.766     3.062   3  2A   (B)  #1707 RTC_X2           V VIA .
$1383      4.822     3.196   2  2A   (B)  #1860 SLP_A#           V PIN T2001.1
$1384      4.771     3.250   3  2A   (B)  #1784 PCI_PME#         V PIN T2401.1
$1385      4.713     3.236   3  2A   (B)  #204  CLK_KBCPCI_PCH_X1 V VIA .
$1386      4.592     3.213   1  2A   (B)  #1934 PCH_GPP_A22      V PIN T2530.1
$1387      4.508     3.229   1  2A   (B)  #59   ME_SUSPWRDNACK   V VIA .
$1388      4.462     3.358   1  2A   (B)  #1929 PCH_GPP_A17      V PIN T2507.1
$1389      4.501     3.444   2  2A   (B)  #1930 PCH_GPP_A18      V PIN T2534.1
$1390      4.450     3.508   2  2A   (B)  #1785 PLT_RST#         V VIA .
$1391      4.078     3.551   1  2A   (B)  #1020 SD_D2            V VIA .
$1392      3.841     3.654   1  2A   (B)  #222  +3V_CARD_CON     V VIA .
$1393      4.181     3.885   1  2A   (B)  #1676 P_3VADSW_VIN_S   V VIA .
$1394      4.294     3.911   1  2A   (B)  #2361 WLAN_LED         V VIA .
$1395      4.386     4.031   1  2A   (B)  #2362 WLAN_BT_LED      V VIA .
$1396      4.404     4.133   2  2A   (B)  #1453 +VCC_RTC_G       V VIA .
$1397      4.437     4.202   2  2A   (B)  #552  5VSUS_ON         V VIA .
$1398      4.377     4.248   2  2A   (B)  #554  3VADSW_ON        V VIA .
$1399      3.992     4.446   1  2A   (B)  #541  P_LS_3VS_RC_10   V VIA .
$1400      4.063     4.686   1  2A   (B)  #351  P_IMVP8_GT_LX2_30 V VIA .
$1401      3.865     5.372   1  2A   (B)  #310  P_IMVP8_CSSUM_3PH_B_10 V VIA .
$1402      3.963     5.407   2  2A   (B)  #1055 P_IMVP8_CSREF_3PH_B_10 V VIA .
$1403      3.989     5.343   2  2A   (B)  #32   P_IMVP8_PWM1_3PH_B V VIA .
$1404      4.183     5.259   1  2A   (B)  #1095 P_IMVP8_GT_DL2_30 V VIA .
$1405      4.328     5.155   1  2A   (B)  #2303 P_IMVP8_GT_LX2_R_30 V VIA .
$1406      4.425     5.128   1  2A   (B)  #1634 P_IMVP8_VCC_SNB3_S V VIA .
$1407      4.669     5.118   1  2A   (B)  #347  P_IMVP8_VCC_LX3_30 V VIA .
$1408      4.768     4.269   2  2A   (B)  #246  SPI_SO           V VIA .
$1409      4.814     4.209   2  2A   (B)  #250  HDIO2_PCH        V PIN T0712.1
$1410      4.857     4.017   1  2A   (B)  #443  AOAC_WLANLED     V PIN T2520.1
$1411      4.613     3.983   1  2A   (B)  #1924 +VCCPSPI         V VIA .
$1412      4.771     3.807   2  2A   (B)  #1868 WLAN_WAKE_CTRL_CRB V PIN T2309.1
$1413      4.780     3.739   2  2A   (B)  #1789 N45179337        V PIN T2409.1
$1414      4.785     3.670   3  2A   (B)  #423  CLK_REQ8#        V VIA .
$1415      4.772     3.621   3  2A   (B)  #449  PCH_GPPB18       V VIA .
$1416      4.625     3.749   1  2A   (B)  #424  CLK_REQ9#        V VIA .
$1417      4.523     3.613   1  2A   (B)  #57   SLP_S0#          V VIA .
$1418      4.652     3.539   1  2A   (B)  #387  PCH_GPPB14       V VIA .
$1419      4.758     3.480   3  2A   (B)  #418  CLKREQ5_USB31#_X1 V VIA .
$1420      4.755     3.416   3  2A   (B)  #1932 PCH_GPP_A20      V PIN T2532.1
$1421      4.766     3.348   2  2A   (B)  #1933 PCH_GPP_A21      V PIN T2531.1
$1422      4.819     3.305   2  2A   (B)  #1931 PCH_GPP_A19      V PIN T2533.1
$1423      4.822     3.392   3  2A   (B)  #421  CLKREQ3_WLAN#_X1 V VIA .
$1424      5.253     3.861   3  2A   (B)  #1788 LED_RECORD       V PIN T2407.1
$1425      5.221     3.920   2  2A   (B)  #1943 PCH_GPP_D15      V VIA .
$1426      5.113     3.911   1  2A   (B)  #458  PCH_GPPC20       V VIA .
$1427      5.016     3.901   2  2A   (B)  #1942 PCH_GPPC9        V PIN T2503.1
$1428      5.005     3.970   2  2A   (B)  #1940 PCH_GPPC11       V PIN T2509.1
$1429      5.035     4.060   1  2A   (B)  #1939 PCH_GPPC10       V PIN T2510.1
$1430      4.905     4.110   2  2A   (B)  #1719 SMB_CLK          V VIA .
$1431      4.959     4.147   2  2A   (B)  #1718 SMB_SDA          V VIA .
$1432      5.038     4.157   2  2A   (B)  #441  DIMM_SEL0        V VIA .
$1433      5.072     4.221   2  2A   (B)  #445  DIMM_SEL2        V VIA .
$1434      5.133     4.137   1  2A   (B)  #446  DIMM_SEL1        V VIA .
$1435      5.153     4.019   3  2A   (B)  #457  PCH_GPPC22       V VIA .
$1436      5.218     4.019   3  2A   (B)  #452  PCB_ID0          V VIA .
$1437      5.311     4.079   1  2A   (B)  #444  PCH_GPP_D13      V VIA .
$1438      5.297     3.927   3  2A   (B)  #1928 PCH_GPP_D14      V VIA .
$1439      5.349     3.892   3  2A   (B)  #406  USB_OC#1         V VIA .
$1440      5.417     3.927   3  2A   (B)  #405  USB_OC#3         V VIA .
$1441      5.421     3.876   3  2A   (B)  #412  USB_OC#4         V VIA .
$1442      5.510     3.862   3  2A   (B)  #1873 PCH_GPP_G18      V PIN T2202.1
$1443      5.491     3.920   3  2A   (B)  #409  USB_OC#7         V VIA .
$1444      5.575     3.907   2  2A   (B)  #1853 PCIE20_TXN       V PIN T2137.1
$1445      5.645     3.907   2  2A   (B)  #1849 PCIE19_TXN       V PIN T2141.1
$1446      5.670     3.975   2  2A   (B)  #1845 PCIE18_TXN       V PIN T2154.1
$1447      5.600     3.975   2  2A   (B)  #1854 PCIE20_TXP       V PIN T2136.1
$1448      5.532     3.964   3  2A   (B)  #1874 PCH_GPP_G19      V PIN T2201.1
$1449      5.493     4.018   3  2A   (B)  #411  USB_OC#6         V VIA .
$1450      5.436     4.013   3  2A   (B)  #66   L_VDDEN_PCH_X1   V VIA .
$1451      5.472     4.137   3  2A   (B)  #1862 WLAN_ON#_X1      V VIA .
$1452      5.507     4.188   3  2A   (B)  #572  WLAN_ON#         V VIA .
$1453      5.705     4.241   2  2A   (B)  #1790 SPI_CS#0         V VIA .
$1454      5.690     4.162   2  2A   (B)  #1842 PCIE17_TXP       V PIN T2151.1
$1455      5.562     4.032   2  2A   (B)  #1850 PCIE19_TXP       V PIN T2140.1
$1456      5.631     4.040   2  2A   (B)  #1846 PCIE18_TXP       V PIN T2155.1
$1457      5.693     4.073   2  2A   (B)  #1841 PCIE17_TXN       V PIN T2150.1
$1458      6.106     4.154   1  2A   (B)  #1522 BIOS_HOLD#       V PIN T2806.1
$1459      6.100     4.000   1  2A   (B)  #2266 EC_SCE#_PCH      V PIN T2801.1
$1460      5.784     3.905   1  2A   (B)  #1913 +1.0VM_VCCAMPHYPLL V VIA .
$1461      5.875     3.812   2  2A   (B)  #1837 PCIE16_TXN       V PIN T2158.1
$1462      5.875     3.743   2  2A   (B)  #1838 PCIE16_TXP       V PIN T2159.1
$1463      5.879     3.677   3  2A   (B)  #1127 PCIE12_TXP_NGFF1_L3 V VIA .
$1464      5.908     3.633   3  2A   (B)  #1131 PCIE11_TXP_NGFF1_L2 V VIA .
$1465      5.892     3.584   3  2A   (B)  #1135 PCIE10_TXN_NGFF1_L1 V VIA .
$1466      5.828     3.521   3  2A   (B)  #1139 PCIE9_TXP_NGFF1_L0 V VIA .
$1467      5.888     3.501   3  2A   (B)  #1141 PCIE9_TXN_NGFF1_L0 V VIA .
$1468      5.852     3.451   3  2A   (B)  #1805 PCIE8_TXN        V PIN T2174.1
$1469      5.839     3.371   2  2A   (B)  #1802 PCIE7_TXP        V PIN T2171.1
$1470      5.901     3.400   2  2A   (B)  #1801 PCIE7_TXN        V PIN T2170.1
$1471      5.935     3.460   3  2A   (B)  #1806 PCIE8_TXP        V PIN T2175.1
$1472      6.009     3.494   2  2A   (B)  #1142 PCIE9_TXN_NGFF1_L1_X1 V VIA .
$1473      6.102     3.491   1  2A   (B)  #1138 PCIE10_TXP_NGFF1_L1_X1 V VIA .
$1474      6.106     3.591   1  2A   (B)  #1834 PCIE12_RXP_NGFF1_L3 V VIA .
$1475      6.016     3.565   2  2A   (B)  #1136 PCIE10_TXN_NGFF1_L1_X1 V VIA .
$1476      6.064     3.738   2  2A   (B)  #1128 PCIE12_TXP_NGFF1_L3_X1 V VIA .
$1477      6.157     3.689   1  2A   (B)  #1132 PCIE11_TXP_NGFF1_L2_X1 V VIA .
$1478      6.227     3.777   2  2A   (B)  #1134 PCIE11_TXN_NGFF1_L2_X1 V VIA .
$1479      6.086     3.800   2  2A   (B)  #1367 +3VM_SPI         V VIA .
$1480      6.006     3.846   2  2A   (B)  #1540 BIOS_WP#         V PIN T2803.1
$1481      6.067     3.898   3  2A   (B)  #245  SPI_SO_SPI       V VIA .
$1482      6.121     3.892   3  2A   (B)  #2360 SPI_CS#0_SPI     V VIA .
$1483      6.216     3.852   2  2A   (B)  #257  EC_SO_PCH        V PIN T2802.1
$1484      6.283     3.871   2  2A   (B)  #1130 PCIE12_TXN_NGFF1_L3_X1 V VIA .
$1485      6.459     3.775   1  2A   (B)  #1344 NGFF_PERST#      V VIA .
$1486      7.115     3.831   1  2A   (B)  #2336 N17887292        V VIA .
$1487      7.195     3.945   1  2A   (B)  #249  HDIO2_SPI        V VIA .
$1488      7.184     4.202   1  2A   (B)  #580  PM_SUSC_DISCHRG  V VIA .
$1489      7.011     4.181   1  2A   (B)  #1635 P_IMVP8_GT_SNB1_S V VIA .
$1490      6.711     3.912   2  2A   (B)  #1357 XDP_DBRESET#     V VIA .
$1491      6.639     3.927   2  2A   (B)  #150  PCH_JTAGX        V VIA .
$1492      6.393     3.959   1  2A   (B)  #460  N15615289        V VIA .
$1493      6.225     3.993   1  2A   (B)  #251  HDIO3_SPI        V VIA .
$1494      6.275     4.063   1  2A   (B)  #1501 N15615283        V VIA .
$1495      6.395     4.409   2  2A   (B)  #344  P_IMVP8_GT_HG1_R_30 V VIA .
$1496      6.447     4.509   1  2A   (B)  #1092 P_IMVP8_GT_DL1_30 V VIA .
$1497      6.344     4.473   2  2A   (B)  #1091 P_IMVP8_GT_HG1_30 V VIA .
$1498      6.283     4.586   1  2A   (B)  #2302 P_IMVP8_GT_LX1_R_30 V VIA .
$1499      6.283     4.672   1  2A   (B)  #1090 P_IMVP8_GT_BST1_30 V VIA .
$1500      6.016     4.746   2  2A   (B)  #1660 CFG14            V VIA .
$1501      5.969     4.694   2  2A   (B)  #1661 CFG15            V VIA .
$1502      6.020     4.501   1  2A   (B)  #184  FIVR_EN_R        V VIA .
$1503      6.174     4.509   1  2A   (B)  #175  AUD_AZACPU_SDO   V VIA .
$1504      6.160     4.385   1  2A   (B)  #2311 D2801_PIN12      V VIA .
$1505      5.932     4.351   1  2A   (B)  #255  EC_SCK_PCH       V PIN T2805.1
$1506      5.831     4.296   2  2A   (B)  #253  EC_SI_PCH        V PIN T2804.1
$1507      5.786     4.241   2  2A   (B)  #1454 CLK_24M_PCH_XIN  V VIA .
$1508      5.744     4.305   2  2A   (B)  #252  HDIO3            V VIA .
$1509      5.730     4.392   1  2A   (B)  #243  SPI_SI_SPI       V VIA .
$1510      5.815     4.386   1  2A   (B)  #247  SPI_CLK_SPI      V VIA .
$1511      5.792     4.570   1  2A   (B)  #1529 CFG2             V VIA .
$1512      5.617     4.529   1  2A   (B)  #248  SPI_CLK          V VIA .
$1513      5.479     4.614   2  2A   (B)  #1666 XDP_PRDY#        V PIN T0702.1
$1514      5.537     4.655   2  2A   (B)  #1658 XDP_PREQ#        V PIN T0701.1
$1515      5.565     4.769   2  2A   (B)  #1662 CFG17            V VIA .
$1516      5.631     4.792   2  2A   (B)  #1673 CFG0             V VIA .
$1517      5.619     4.724   2  2A   (B)  #1672 CFG16            V VIA .
$1518      5.693     4.719   2  2A   (B)  #1649 CFG1             V VIA .
$1519      5.755     4.690   2  2A   (B)  #1650 CFG9             V VIA .
$1520      5.825     4.706   2  2A   (B)  #1653 XDP_BPM0         V VIA .
$1521      5.835     4.774   2  2A   (B)  #1655 XDP_BPM1         V VIA .
$1522      5.749     4.779   2  2A   (B)  #1652 CFG11            V VIA .
$1523      5.694     4.820   2  2A   (B)  #1648 CFG8             V VIA .
$1524      5.717     4.889   2  2A   (B)  #656  +VCCGT_DISCHRG   V VIA .
$1525      5.792     4.833   2  2A   (B)  #1651 CFG10            V VIA .
$1526      5.848     4.873   2  2A   (B)  #1654 CFG19            V VIA .
$1527      5.892     4.926   2  2A   (B)  #1656 CFG18            V VIA .
$1528      5.908     4.820   2  2A   (B)  #1657 CFG12            V VIA .
$1529      5.904     4.751   2  2A   (B)  #1659 CFG13            V VIA .
$1530      6.167     4.889   2  2A   (B)  #156  H_PROCHOT_D#_R   V VIA .
$1531      6.247     4.912   2  2A   (B)  #155  H_PROCHOT_D#     V VIA .
$1532      6.265     4.990   2  2A   (B)  #148  XDP_TMS_CPU      V PIN T0705.1
$1533      6.355     5.004   1  2A   (B)  #1532 CFG4             V VIA .
$1534      6.435     5.049   2  2A   (B)  #1528 CFG6             V VIA .
$1535      6.521     5.056   2  2A   (B)  #1524 CFG3             V PIN T0703.1
$1536      6.472     5.110   2  2A   (B)  #1531 CFG7             V VIA .
$1537      6.579     5.190   1  2A   (B)  #1530 CFG5             V VIA .
$1538      6.784     5.229   1  2A   (B)  #1711 DDR_VTT_CTRL     V VIA .
$1539      6.860     5.142   1  2A   (B)  #1710 DDR_PG_CTRL_RR   V VIA .
$1540      7.030     5.069   1  2A   (B)  #641  N45596622        V VIA .
$1541      7.090     4.853   1  2A   (B)  #1709 DDR_PG_CTRL      V VIA .
$1542      7.045     4.725   1  2A   (B)  #1004 M_B_VREFCA       V VIA .
$1543      7.271     4.719   1  2A   (B)  #794  M_A_VREFCA       V VIA .
$1544      7.260     5.314   1  2A   (B)  #1776 H_PROC_SELECT#   V PIN T0604.1
$1545      7.225     5.664   1  2A   (B)  #772  M_A_DQS3         V VIA .
$1546      7.317     5.842   1  2B   (B)  #690  M_A_ALERT#       V VIA .
$1547      7.308     6.092   1  2B   (B)  #695  M_A_CLK_DDR#0    V VIA .
$1548      6.001     6.196   3  2B   (B)  #6    VCCCORE_VSSSENSE V VIA .
$1549      5.977     6.150   3  2B   (B)  #4    VCCCORE_VCCSENSE V VIA .
$1550      5.980     6.070   3  2B   (B)  #8    VCCGT_VCCSENSE   V VIA .
$1551      5.986     6.019   3  2B   (B)  #10   VCCGT_VSSSENSE   V VIA .
$1552      6.372     5.214   3  2A   (B)  #1519 OPCE_RCOMP2      V VIA .
$1553      6.320     5.209   3  2A   (B)  #1520 OPCE_RCOMP       V VIA .
$1554      6.330     5.122   2  2A   (B)  #1518 CFG_RCOMP        V VIA .
$1555      6.259     5.081   2  2A   (B)  #144  XDP_TCLK_CPU     V PIN T0708.1
$1556      6.192     5.210   1  2A   (B)  #1521 OPC_RCOMP        V VIA .
$1557      6.045     5.203   3  2A   (B)  #1778 H_SKTOCC#        V PIN T0603.1
$1558      6.055     5.144   3  2A   (B)  #1775 H_CPUPWRGD_X1    V VIA .
$1559      5.964     5.046   3  2A   (B)  #172  H_PECI           V VIA .
$1560      5.953     4.996   3  2A   (B)  #1777 PLTRST_CPU#      V VIA .
$1561      5.905     5.022   3  2A   (B)  #664  +VCCCORE_DISCHRG V VIA .
$1562      5.746     5.057   1  2A   (B)  #634  H_PM_DOWN_X1     V VIA .
$1563      5.534     6.026   1  2B   (B)  #663  +VCCCORE         V VIA .
$1564      4.700     6.159   1  2B   (B)  #1632 P_IMVP8_VCC_SNB1_S V VIA .
$1565      5.496     5.030   1  2A   (B)  #655  +VCCGT           V VIA .
$1566      5.415     4.935   1  2A   (B)  #1667 XDP_TDO          V VIA .
$1567      5.289     4.692   2  2A   (B)  #147  XDP_TRST_CPU#    V PIN T0706.1
$1568      5.193     4.658   2  2A   (B)  #1460 P_IMVP8_TTSENSE_3PH_B_L_10 V VIA .
$1569      5.145     4.744   2  2A   (B)  #1671 XDP_TMS          V VIA .
$1570      5.212     4.726   2  2A   (B)  #1498 IMVP8_VRHOT#     V VIA .
$1571      5.282     4.824   1  2A   (B)  #149  XDP_TDI_CPU      V PIN T0707.1
$1572      5.258     4.934   1  2A   (B)  #145  XDP_TDO_CPU      V PIN T0704.1
$1573      4.462     5.562   1  2A   (B)  #1089 P_IMVP8_VCC_DL3_30 V VIA .
$1574      4.342     5.435   1  2A   (B)  #2301 P_IMVP8_VCC_LX3_R_30 V VIA .
$1575      4.253     5.508   1  2A   (B)  #1087 P_IMVP8_VCC_BST3_30 V VIA .
$1576      4.350     5.654   2  2A   (B)  #2300 P_IMVP8_VCC_LX2_R_30 V VIA .
$1577      4.420     5.661   2  2A   (B)  #1633 P_IMVP8_VCC_SNB2_S V VIA .
$1578      4.458     5.864   1  2B   (B)  #1086 P_IMVP8_VCC_DL2_30 V VIA .
$1579      4.103     5.925   1  2B   (B)  #818  P_IMVP8_VCC_VIN_S V VIA .
$1580      4.123     5.768   3  2B   (B)  #26   P_IMVP8_PWM2_3PH_A V VIA .
$1581      4.195     5.703   2  2B   (B)  #1084 P_IMVP8_VCC_BST2_30 V VIA .
$1582      4.156     5.590   2  2A   (B)  #30   P_IMVP8_PWM2_3PH_B V VIA .
$1583      4.129     5.666   3  2A   (B)  #28   P_IMVP8_PWM3_3PH_A V VIA .
$1584      4.080     5.722   3  2B   (B)  #29   P_IMVP8_PWM3_3PH_A/VBOOT_10 V VIA .
$1585      4.019     5.687   2  2A   (B)  #33   P_IMVP8_PWM1_3PH_B/IMAXA_10 V VIA .
$1586      4.061     5.627   2  2A   (B)  #35   P_IMVP8_TTSENSE_1PH/PSYS_10 V VIA .
$1587      4.045     5.551   2  2A   (B)  #34   P_IMVP8_PSYS_INFO V VIA .
$1588      3.834     5.511   1  2A   (B)  #1075 P_IMVP8_CSP2_3PH_B_10 V VIA .
$1589      3.787     5.612   1  3A   (B)  #336  P_IMVP8_CSP3_3PH_B_10 V VIA .
$1590      3.884     5.600   1  2A   (B)  #1063 P_IMVP8_TTSENSE_3PH_B_10 V VIA .
$1591      3.846     5.687   1  2A   (B)  #31   P_IMVP8_PWM2_3PH_B/ROSC_10 V VIA .
$1592      3.835     5.778   1  2B   (B)  #27   P_IMVP8_PWM2_3PH_A/ADDR_10 V VIA .
$1593      4.049     5.845   2  2B   (B)  #24   P_IMVP8_PWM1_3PH_A V VIA .
$1594      3.991     5.884   2  2B   (B)  #25   P_IMVP8_PWM1_3PH_A/ICCMAX_10 V VIA .
$1595      3.841     5.866   1  2B   (B)  #23   P_IMVP8_DRON_10  V VIA .
$1596      3.812     5.965   3  3B   (B)  #1066 P_IMVP8_CSP3_3PH_A_10 V VIA .
$1597      3.906     5.968   2  2B   (B)  #1080 P_IMVP8_VRMP_10  V VIA .
$1598      3.927     6.050   3  2B   (B)  #1067 P_IMVP8_CSREF_3PH_A_10 V VIA .
$1599      3.924     6.111   3  2B   (B)  #1468 P_IMVP8_CSREF_3PH_A3_10 V VIA .
$1600      3.853     6.120   2  2B   (B)  #1553 P_IMVP8_CSP3_3PH_A_ISEN+_10 V VIA .
$1601      3.777     6.121   2  3B   (B)  #1552 P_IMVP8_CSP2_3PH_A_ISEN+_10 V VIA .
$1602      3.873     6.189   2  2B   (B)  #1467 P_IMVP8_CSREF_3PH_A2_10 V VIA .
$1603      3.861     6.264   2  2B   (B)  #1554 P_IMVP8_CSP1_3PH_A_ISEN+_10 V VIA .
$1604      3.550     6.194   2  3B   (B)  #1071 P_IMVP8_FB_3PH_A_10 V VIA .
$1605      3.609     6.151   2  3B   (B)  #1300 P_IMVP8_COMP_L_3PH_A_10 V VIA .
$1606      3.698     6.125   2  3B   (B)  #1466 P_IMVP8_CSREF_3PH_A1_10 V VIA .
$1607      3.736     5.973   3  3B   (B)  #1073 P_IMVP8_CSP1_3PH_A_10 V VIA .
$1608      3.764     5.924   3  3B   (B)  #1072 P_IMVP8_CSP2_3PH_A_10 V VIA .
$1609      3.649     5.927   2  3B   (B)  #1078 P_IMVP8_COMP_3PH_A_10 V VIA .
$1610      3.581     5.968   2  3B   (B)  #1057 P_IMVP8_DIFFOUT_3PH_A_10 V VIA .
$1611      3.548     6.120   2  3B   (B)  #1310 P_IMVP8_FB_L_3PH_A_10 V VIA .
$1612      3.480     6.108   2  3B   (B)  #1065 P_IMVP8_VSN_3PH_A_10 V VIA .
$1613      3.415     6.139   2  3B   (B)  #7    P_IMVP8_VSN_L_3PH_A_10 V VIA .
$1614      3.422     6.067   2  3B   (B)  #1297 P_IMVP8_VSP_1PH_R_10 V VIA .
$1615      3.508     5.926   2  3B   (B)  #339  P_IMVP8_VSP_1PH_10 V VIA .
$1616      3.490     5.840   3  3B   (B)  #331  P_IMVP8_ILIM_1PH_10 V VIA .
$1617      3.454     5.786   3  3B   (B)  #328  P_IMVP8_CSP_1PH_10 V VIA .
$1618      3.462     5.725   3  3B   (B)  #37   P_IMVP8_PWM_1PH/ICCMAX_10 V VIA .
$1619      3.503     5.696   3  3B   (B)  #1060 P_SVID_CLK_X1    V VIA .
$1620      3.456     5.674   3  3A   (B)  #13   P_SVID_ALERT#_X1 V VIA .
$1621      3.500     5.619   2  3A   (B)  #1062 P_IMVP8_VR_HOT#_10 V VIA .
$1622      3.613     5.605   3  3A   (B)  #1074 P_IMVP8_DIFFOUT_3PH_B_10 V VIA .
$1623      3.678     5.596   3  3A   (B)  #320  P_IMVP8_ILIM_3PH_B_10 V VIA .
$1624      3.650     5.499   2  3A   (B)  #1070 P_IMVP8_COMP_3PH_B_10 V VIA .
$1625      3.588     5.557   3  3A   (B)  #1069 P_IMVP8_FB_3PH_B_10 V VIA .
$1626      3.410     5.578   2  3A   (B)  #1059 P_SVID_DATA_X1   V VIA .
$1627      3.331     5.574   2  3A   (B)  #1511 P_SVID_DATA_X2   V VIA .
$1628      3.226     5.569   1  3A   (B)  #1463 P_IMVP8_SVID_VCC_10 V VIA .
$1629      3.377     5.724   1  3B   (B)  #1464 N44768082        V VIA .
$1630      3.292     5.721   2  3B   (B)  #36   P_IMVP8_PWM_1PH  V VIA .
$1631      3.238     5.774   2  3B   (B)  #330  P_IMVP8_CSP_1PH_ISEN+_10 V VIA .
$1632      3.204     5.836   2  3B   (B)  #329  P_IMVP8_CSCOMP_L_10 V VIA .
$1633      3.230     5.913   2  3B   (B)  #315  P_IMVP8_COMP_1PH_L_10 V VIA .
$1634      3.292     5.949   2  3B   (B)  #314  P_IMVP8_COMP_1PH_10 V VIA .
$1635      3.311     6.027   2  3B   (B)  #321  P_IMVP8_VSN_1PH_10 V VIA .
$1636      2.798     5.936   1  3B   (B)  #570  N47748323        V VIA .
$1637      2.630     5.806   1  3B   (B)  #1145 PCIE5_TXN_USB31  V VIA .
$1638      2.635     5.667   2  3A   (B)  #1157 PCIE6_RXN_USB31  V VIA .
$1639      2.626     5.602   2  3A   (B)  #1149 PCIE6_TXN_USB31  V VIA .
$1640      2.696     5.588   3  3A   (B)  #1147 PCIE6_TXP_USB31  V VIA .
$1641      2.757     5.573   3  3A   (B)  #1155 PCIE6_RXP_USB31  V VIA .
$1642      2.825     5.557   3  3A   (B)  #1151 PCIE5_RXP_USB31  V VIA .
$1643      3.275     5.449   1  3A   (B)  #1527 +VCCST           V VIA .
$1644      3.411     5.426   1  3A   (B)  #11   P_IMVP8_VSN_3PH_B_L_10 V VIA .
$1645      3.565     5.421   2  3A   (B)  #1311 P_IMVP8_FB_L_10  V VIA .
$1646      3.634     5.393   2  3A   (B)  #1301 P_IMVP8_COMP_L_10 V VIA .
$1647      3.707     5.398   2  3A   (B)  #1556 P_IMVP8_CSCOMP_3PH_B_L_10 V VIA .
$1648      3.628     5.288   1  3A   (B)  #311  P_IMVP8_CSCOMP_3PH_B_10 V VIA .
$1649      3.537     5.357   2  3A   (B)  #1061 P_IMVP8_VSN_3PH_B_10 V VIA .
$1650      3.443     5.229   1  3A   (B)  #1491 P_2.5V_LX_S      V VIA .
$1651      3.249     5.306   1  3A   (B)  #524  P_2.5V_IN_S      V VIA .
$1652      2.867     5.327   1  3A   (B)  #1143 PCIE5_TXP_USB31  V VIA .
$1653      2.797     5.275   1  3A   (B)  #1153 PCIE5_RXN_USB31  V VIA .
$1654      3.119     5.115   2  3A   (B)  #525  P_2.5V_SVIN_20   V VIA .
$1655      3.111     5.033   2  3A   (B)  #371  P_LS_5VS_RC_10   V VIA .
$1656      3.299     5.020   1  3A   (B)  #333  P_2.5V_FB_10     V VIA .
$1657      3.398     4.979   1  3A   (B)  #1490 P_2.5V_RCEN_10   V VIA .
$1658      3.683     4.990   1  3A   (B)  #1683 P_+2.5VO_S       V VIA .
$1659      3.746     4.690   1  3A   (B)  #1636 P_IMVP8_GT_SNB2_S V VIA .
$1660      3.295     4.782   2  3A   (B)  #582  2.5V_PWRGD       V VIA .
$1661      3.284     4.859   2  3A   (B)  #2317 N44786430        V VIA .
$1662      2.561     5.078   1  3A   (B)  #369  P_LS_5V_RC_10    V VIA .
$1663      2.677     4.792   1  3A   (B)  #518  +5VSUS           V PIN PT8702.1
$1664      2.588     4.765   1  3A   (B)  #660  +5V_DISCHRG      V VIA .
$1665      2.679     4.703   1  3A   (B)  #577  SUSC_EC_DISCHRG  V VIA .
$1666      2.594     4.645   1  3A   (B)  #535  P_3VA_DSW_PG_10  V VIA .
$1667      2.632     4.456   3  3A   (B)  #1954 L_TRDP0          V VIA .
$1668      2.674     4.422   3  3A   (B)  #1955 L_TRDM0          V VIA .
$1669      2.753     4.432   3  3A   (B)  #1476 P_+5VSUSO_S      V VIA .
$1670      2.699     4.378   3  3A   (B)  #1956 L_TRDP1          V VIA .
$1671      2.644     4.342   2  3A   (B)  #1957 L_TRDM1          V VIA .
$1672      2.683     4.184   2  3A   (B)  #1959 L_TRDM2          V VIA .
$1673      2.645     4.110   2  3A   (B)  #1960 L_TRDP3          V VIA .
$1674      2.832     3.734   1  3A   (B)  #1675 P_5VSUS_VIN_S    V VIA .
$1675      2.970     3.764   1  3A   (B)  #366  P_5VSUS_HG_30    V VIA .
$1676      3.195     3.691   1  3A   (B)  #1700 P_12VSUS_CP4_20  V VIA .
